Time,potential_evapotranspiration[unit:mm]
1985-03-31 00:00:00 UTC,0.2157137393951416
1985-04-01 00:00:00 UTC,0.2686137557029724
1985-04-02 00:00:00 UTC,0.3784436881542206
1985-04-03 00:00:00 UTC,0.447294145822525
1985-04-04 00:00:00 UTC,0.3684498965740204
1985-04-05 00:00:00 UTC,0.3122183382511139
1985-04-06 00:00:00 UTC,0.3269062638282776
1985-04-07 00:00:00 UTC,0.3056221306324005
1985-04-08 00:00:00 UTC,0.3315294086933136
1985-04-09 00:00:00 UTC,0.39619892835617065
1985-04-10 00:00:00 UTC,0.3920678198337555
1985-04-11 00:00:00 UTC,0.44882839918136597
1985-04-12 00:00:00 UTC,0.4339793026447296
1985-04-13 00:00:00 UTC,0.4074917137622833
1985-04-14 00:00:00 UTC,0.44965362548828125
1985-04-15 00:00:00 UTC,0.462308794260025
1985-04-16 00:00:00 UTC,0.5068098902702332
1985-04-17 00:00:00 UTC,0.4841770827770233
1985-04-18 00:00:00 UTC,0.4730405807495117
1985-04-19 00:00:00 UTC,0.42196398973464966
1985-04-20 00:00:00 UTC,0.42933034896850586
1985-04-21 00:00:00 UTC,0.3445941209793091
1985-04-22 00:00:00 UTC,0.31076234579086304
1985-04-23 00:00:00 UTC,0.3777177333831787
1985-04-24 00:00:00 UTC,0.35062175989151
1985-04-25 00:00:00 UTC,0.2816510796546936
1985-04-26 00:00:00 UTC,0.20014744997024536
1985-04-27 00:00:00 UTC,0.32955676317214966
1985-04-28 00:00:00 UTC,0.29678142070770264
1985-04-29 00:00:00 UTC,0.2788429260253906
1985-04-30 00:00:00 UTC,0.3783039152622223
1985-05-01 00:00:00 UTC,0.41400036215782166
1985-05-02 00:00:00 UTC,0.4583849012851715
1985-05-03 00:00:00 UTC,0.5202013254165649
1985-05-04 00:00:00 UTC,0.524453341960907
1985-05-05 00:00:00 UTC,0.48111921548843384
1985-05-06 00:00:00 UTC,0.4028554856777191
1985-05-07 00:00:00 UTC,0.4674243628978729
1985-05-08 00:00:00 UTC,0.5301610827445984
1985-05-09 00:00:00 UTC,0.5642179846763611
1985-05-10 00:00:00 UTC,0.5524227023124695
1985-05-11 00:00:00 UTC,0.4306836724281311
1985-05-12 00:00:00 UTC,0.33307313919067383
1985-05-13 00:00:00 UTC,0.26289138197898865
1985-05-14 00:00:00 UTC,0.41720399260520935
1985-05-15 00:00:00 UTC,0.4632984697818756
1985-05-16 00:00:00 UTC,0.4439803957939148
1985-05-17 00:00:00 UTC,0.3876987099647522
1985-05-18 00:00:00 UTC,0.4124890863895416
1985-05-19 00:00:00 UTC,0.4419315457344055
1985-05-20 00:00:00 UTC,0.41805246472358704
1985-05-21 00:00:00 UTC,0.3633401095867157
1985-05-22 00:00:00 UTC,0.353454053401947
1985-05-23 00:00:00 UTC,0.45461973547935486
1985-05-24 00:00:00 UTC,0.5115074515342712
1985-05-25 00:00:00 UTC,0.5624234676361084
1985-05-26 00:00:00 UTC,0.5715004801750183
1985-05-27 00:00:00 UTC,0.5793287754058838
1985-05-28 00:00:00 UTC,0.6109802722930908
1985-05-29 00:00:00 UTC,0.6473697423934937
1985-05-30 00:00:00 UTC,0.6410917639732361
1985-05-31 00:00:00 UTC,0.546152651309967
1985-06-01 00:00:00 UTC,0.5265664458274841
1985-06-02 00:00:00 UTC,0.5214033722877502
1985-06-03 00:00:00 UTC,0.5022590160369873
1985-06-04 00:00:00 UTC,0.44792407751083374
1985-06-05 00:00:00 UTC,0.4643477499485016
1985-06-06 00:00:00 UTC,0.5792766213417053
1985-06-07 00:00:00 UTC,0.6487788558006287
1985-06-08 00:00:00 UTC,0.7224268913269043
1985-06-09 00:00:00 UTC,0.6449049115180969
1985-06-10 00:00:00 UTC,0.6437264084815979
1985-06-11 00:00:00 UTC,0.5234395265579224
1985-06-12 00:00:00 UTC,0.5235839486122131
1985-06-13 00:00:00 UTC,0.638868510723114
1985-06-14 00:00:00 UTC,0.679478645324707
1985-06-15 00:00:00 UTC,0.6595900058746338
1985-06-16 00:00:00 UTC,0.6813048124313354
1985-06-17 00:00:00 UTC,0.5955056548118591
